player_id,name,pos,team,games,ep_std,ppg_std,gap_std,gapc_std,ep_half,ppg_half,gap_half,gapc_half,ep_ppr,ppg_ppr,gap_ppr,gapc_ppr,td_luck_pg,tgt_pg,tgt_share,carry_pg
00-0040590,Konata Mumpfield,WR,LA,9,2.96,1.44,-1.52,-0.98,3.73,2.0,-1.73,-1.27,4.5,2.56,-1.94,-1.49,-0.003,2.3,0.06,0.0
00-0040644,Trevor Etienne,RB,CAR,8,1.99,0.88,-1.11,-0.36,2.12,1.06,-1.06,-0.42,2.25,1.25,-1.0,-0.38,-0.124,0.18,0.01,1.18
00-0040648,Tory Horton,WR,SEA,7,4.96,7.14,2.18,2.72,5.82,8.07,2.25,2.71,6.69,9.0,2.31,2.76,0.309,2.75,0.11,0.0
00-0040663,Harold Fannin Jr.,TE,CLE,16,5.49,6.69,1.2,1.4,7.67,8.94,1.27,1.42,9.85,11.19,1.34,1.47,0.226,6.69,0.22,0.44
00-0040666,Omarion Hampton,RB,LAC,9,11.72,10.67,-1.05,-0.3,13.28,12.44,-0.84,-0.19,14.84,14.22,-0.62,-0.01,-0.044,3.89,0.12,13.78
00-0040667,Matthew Golden,WR,GB,14,3.68,2.29,-1.39,-0.85,4.65,3.32,-1.33,-0.87,5.61,4.36,-1.25,-0.8,-0.115,3.14,0.12,0.71
00-0040668,Shedeur Sanders,QB,CLE,8,9.79,9.5,-0.29,1.0,9.79,9.5,-0.29,1.0,9.79,9.5,-0.29,1.0,0.284,0.0,0.0,2.62
00-0040669,Isaac TeSlaa,WR,DET,14,3.38,4.0,0.62,1.16,3.89,4.57,0.68,1.14,4.4,5.14,0.74,1.19,0.1,1.93,0.06,0.0
00-0040673,Jalen Milroe,QB,SEA,3,0.39,-0.67,-1.06,0.23,0.39,-0.67,-1.06,0.23,0.39,-0.67,-1.06,0.23,-0.003,0.0,0.0,1.0
00-0040676,Cam Ward,QB,TEN,17,12.06,10.18,-1.88,-0.59,12.06,10.18,-1.88,-0.59,12.06,10.18,-1.88,-0.59,-0.041,0.0,0.0,2.29
00-0040691,Jaxson Dart,QB,NYG,14,15.56,16.36,0.8,2.09,15.56,16.36,0.8,2.09,15.56,16.36,0.8,2.09,0.148,0.0,0.0,6.14
00-0040704,Dillon Gabriel,QB,CLE,9,8.19,7.11,-1.08,0.21,8.19,7.11,-1.08,0.21,8.19,7.11,-1.08,0.21,-0.064,0.0,0.0,1.4
00-0040705,Chimere Dike,WR,TEN,17,4.81,3.88,-0.93,-0.39,6.22,5.29,-0.93,-0.47,7.62,6.71,-0.91,-0.46,-0.027,4.35,0.14,0.65
00-0040715,Cam Skattebo,RB,NYG,8,11.17,12.12,0.95,1.7,12.74,13.62,0.88,1.52,14.31,15.12,0.81,1.42,0.225,4.0,0.13,12.62
00-0040719,Bhayshul Tuten,RB,JAX,15,4.7,4.53,-0.17,0.58,5.06,4.87,-0.19,0.46,5.43,5.2,-0.23,0.38,0.147,0.93,0.03,5.53
00-0040727,Tre Harris,WR,LAC,16,2.58,1.94,-0.64,-0.1,3.47,2.88,-0.59,-0.13,4.35,3.81,-0.54,-0.09,-0.025,2.69,0.09,0.12
00-0040729,Jack Bech,WR,LV,12,1.85,1.58,-0.27,0.27,2.62,2.42,-0.2,0.26,3.4,3.25,-0.15,0.3,-0.032,2.07,0.08,0.0
00-0040730,RJ Harvey,RB,DEN,17,8.44,8.59,0.15,0.9,9.75,9.97,0.22,0.86,11.06,11.35,0.29,0.9,0.235,3.41,0.1,8.59
00-0040734,TreVeyon Henderson,RB,NE,17,9.02,9.24,0.22,0.97,9.99,10.26,0.27,0.92,10.95,11.29,0.34,0.96,0.111,2.47,0.08,10.59
00-0040735,Luther Burden III,WR,CHI,15,3.86,4.73,0.87,1.41,5.27,6.3,1.03,1.49,6.68,7.87,1.19,1.64,0.051,4.0,0.13,0.4
00-0040736,Mason Taylor,TE,NYJ,13,4.05,3.15,-0.9,-0.7,5.79,4.85,-0.94,-0.79,7.52,6.54,-0.98,-0.85,-0.053,5.0,0.17,0.0
00-0040737,Terrance Ferguson,TE,LA,11,4.28,3.55,-0.73,-0.53,4.85,4.05,-0.8,-0.65,5.43,4.55,-0.88,-0.75,-0.041,2.27,0.06,0.09
00-0040739,Elijah Arroyo,TE,SEA,13,2.53,1.38,-1.15,-0.95,3.22,1.96,-1.26,-1.11,3.92,2.54,-1.38,-1.25,-0.063,2.0,0.08,0.0
00-0040743,Tyler Shough,QB,NO,11,13.44,13.55,0.11,1.4,13.44,13.55,0.11,1.4,13.44,13.55,0.11,1.4,0.163,0.0,0.0,4.09
00-0040782,Isaiah Bond,WR,CLE,15,3.42,1.67,-1.75,-1.21,4.14,2.27,-1.87,-1.41,4.86,2.87,-1.99,-1.54,-0.161,2.93,0.09,0.33
00-0040784,Quinshon Judkins,RB,CLE,14,10.85,9.5,-1.35,-0.6,11.82,10.43,-1.39,-0.74,12.8,11.36,-1.44,-0.82,0.05,2.57,0.08,16.43
